Vocabulary;Lesson;Pronunciation;EnglishDef;PersianDef;Examples
Distress;32;[dis·tress || dɪ'stres];"great pain or sorrow; misfortune; dangerous or difficult situation; to cause pain or make unhappy";غم یا درد زیاد ، بد شانسی ، وضعیت خطرناک یا دشوار ، درد یا ناراحتی ایجاد کردن;"a. The family was in great distress over the accident that maimed Kenny.

b. My teacher was distressed by the dismal performance of our class on the final examination.

c. Long, unscheduled delays at the station cause distress to commuters."
Diminish;32;[di·min·ish || dɪ'mɪnɪʃ];make or become smaller in size, amount or importance;کمتر کردن یا کمتر شدن از نظر اندازه ، مقدار یا اهمیت;"a. The excessive heat diminished as the sun went down.

b. Our diminishing supply of food was carefully wrapped and placed with the baggage.

c. The latest news from the battlefront confirms the report of diminishing military activity."
Maximum;32;[max·i·mum || 'mæksɪməm];"greatest amount; greatest possible";بیشترین مقدار ، بیشترین مقدار ممکن;"a. Chris acknowledged that the maximum he had ever walked in one lesson was fifteen miles.

b. We would like to exhibit this rare collection to the maximum number of visitors.

c. The committee anticipated the maximum attendance of the first lesson of the performance."
Flee;32;[flɪː];"run away; go quickly";فرار کردن ، بسرعت رفتن;"a. The fleeing outlaws were pursued by the police.

b. One could clearly see the clouds fleeing before the wind.

c. The majority of students understand that they cannot flee from their responsibilities."
Vulnerable;32;[vul·ner·a·ble || 'vʌlnərəbl];"capable of being injured; open to attack; sensitive to criticism, influences, etc.";آسیب پذیر ، در معرض حمله ، حساس به انتقاد ، اثرات و غیره;"a. Achilles was vulnerable only in his heel.

b. The investigator's nimble mind quickly located the vulnerable spot in the defendant's alibi.

c. A vulnerable target for thieves is a solitary traveler."
Signify;32;[sig·ni·fy || 'sɪgnɪfaɪ];"mean; be a sign of; make known by signs, words, or actions; have importance";معنی دادن ، نشانه ی چیزی بودن ، با علامت ، حرف یا عمل مشخص کردن ، اهمیت داشتن;"a. Oh! signifies surprise.

b. A gift of such value signifies more than a casual relationship.

c. The word ""fragile"" stamped on a carton signifies that it must be handled with caution."
Mythology;32;[my·thol·o·gy || mɪ'θɑlədʒɪ /-'θɒ-];legends or stories that ususally attempt to explain something in nature;افسانه ها یا داستان هایی که معمولاً تلاش می کنند چیزی را در طبیعت نشان دهند ، اساطیر;"a. The story of Proserpina and Ceres explaining the seasons is typical of Greek mythology.

b. From a study of mythology we can conclude that the ancients were concerned with the wonders of nature.

c. Ancient mythology survives to this lesson in popular expressions such as ""Herculean task"" or ""Apollo Project""."
Colleague;32;[col·league || 'kɒliːg];"associate; fellow worker";همیار ، همکار;"a. The captain gave credit for the victory to his valiant colleagues.

b. Who would have predicted that our pedestrian colleague would one lesson win the Nobel Prize for Medicine?

c. We must rescue our colleagues from their wretched condition."
Torment;32;[tor·ment || tɔr'ment /tɔː-];"cause very great pain to; worry or annoy very much; cause of very great pain; very great pain";تامین کردن ، به عنوان شرط بیان کردن ، در برابر وضعیتی یا برای وضعیتی آماده شدن;"a. Persistent headaches tormented him.

b. The illustrations in our history text show the torments suffered by the victims of the French Revolution.

c. The logical way to end the torment of doubt over the examination is to spend adequate time in study."
Loyalty;32;['loy·al·ty || 'lɔɪəltɪ];faithfulness to a person, government, idea, custome, or the like;وفاداری به یک شخص ، دولت ، اندیشه ، رسم و غیره;"a. The monarch referred to his knights' loyalty with pride.

b. Nothing is so important to transmit to the youth as the sacredness of loyalty to one's country.

c. Out of a sense of loyalty to his friends, Michael was willing to suffer torments, and he, therefore, refused to identify his 

colleagues in the plot."
Volunteer;33;[vol·un·teer || ‚vɑlən'tɪr /‚vɒlən'tɪə];"person who enters any service of his or her own free will; to offer one's services";فردی که با میل شخصی خودش در هر خدمتی وارد شو د، خدمات خود را ارائه دادن;"a. The draft has been abolished and replaced by a volunteer army.

b. Terry did not hesitate to volunteer for the most difficult jobs.

c. The boys were reluctant to volunteer their services to help clean up after the dance."
Prejudice;33;[prej·u·dice || 'predʒʊdɪs];"an opinion formed without taking time and care to judge fairly; to harm or injure";عقیده ای که بدون زمان و دقت برای قضاوتی عادلانه شکل گرفته است ، آسیب رساندن ، مجروح کردن;"a. Prejudice against minority groups will linger on as long as people ignore the facts.

b. Eliminating prejudice should be among the first concerns of a democracy.

c. The witness's weird behavior prejudiced Nancy's case."
Shrill;33;[ʃrɪl];"having a high pitch; high and sharp in sound; piercing";دارای صدای بلند ، از نظر صدا بلند و شدید ، گوشخراش;"a. Despite their small size, crickets make very shrill noises.

b. The shrill whistle of the policeman was warning enough for the fugitive to stop in his tracks.

c. A shrill torrent of insults poured from the mouth of the shrieking woman."
Jolly;33;[jol·ly || 'dʒɑlɪ /'dʒɒl-];"merry; full of fun";شاد ، مملوء از خنده;"a. The jolly old man, an admitted bigamist, had forgotten to mention his first wife to his new spouse.

b. When the jolly laughter subsided, the pirates began the serious business of dividing the gold.

c. Are you aware that a red-suited gentleman with a jolly twinkle in his eyes is stuck in the chimney?"
Witty;33;[wit·ty || 'wɪtɪ];cleverly amusing;به شکل زیرکانه ای خنده دار;"a. Mr. Carlson's witty introduction qualifies him as a first-rate speaker.

b. Fay is too slow to appreciate such witty remarks.

c. The lawyer tried to prosecute the case by being witty and thereby entertaining the jury."
Hinder;33;[hind·er || 'haɪndə(r)];"hold back; make hard to do";عقب نگه داشتن ، انجام کار را دشوار ساختن;"a. Deep mud hindered travel in urban centers.

b. The storm hindered the pursuit of the fleeing prisoners.

c. Mona's gloomy nature hinders her relationships with other people."
Lecture;33;[lec·ture || 'lektʃə(r)];"speech or planned talk; a scolding; to scold";  سرزنش ، سرزنش کردن ، سخنرانی یا نطق برنامه ریزی شده;"a. Rarely have I heard a lecture with such clear illustrations.

b. Henry's father lectured him on the awesome perils of drug addiction.

c. A famous journalist delivered a lecture on prejudice in the press."
Abuse;33;[a·buse || ə'bjuːz];"make bad use of; use wrongly; treat badly; scold very severely; bad or wrong use; bad treatment";سوء استفاده کردن از ، غلط به کار بردن ، بد رفتاری کردن با ، بسیار شدید سرزنش کردن ، کاربرد یا استفاده ی بد ، رفتار بد;"a. Those who abuse the privileges of the honor system will be penalized.

b. The editor apologized for the abuse we had suffered as a result of his article.

c. Brutal abuse of children in the orphanage was disclosed by the investigation."
Mumble;33;[mum·ble || 'mʌmbl];speak indistinctly;نامشخص حرف زدن;"a. Ricky mumbled his awkward apology.

b. This speech course will encourage you to stop mumbling and to speak more distinctly.

c. When the witness continued to mumble, the judge asked him to speak up."
Mute;33;[mjuːt];"silent; unable to speak";ساکت ، ناتوان در صحبت;"a. The usually defiant child stood mute before the principal.

b. People are no longer willing to remain mute on the subject of abuse of gun control.

c. The horror of the famine left the inhabitants of the land mute with their tragic memories."
Wad;33;[wɑd /wɒd];"small, soft mass; to roll or crush into a small mass";توده نرم و کوچک ، مچاله کردن;"a. To decrease the effects of the pressure, the diver put wads of cotton in his ears.

b. The officer challenged George to explain the wad of fifty dollars which he had in his pocket.

c. Because the automatic firing mechanism was defective, the hunter had to wad the powder into the gun by hand."
